34;Агафья;{"name": "Агафья", "full": "Агафья", "diminutive": "", "sex": "ж"}
35;Аглая;{"name": "Аглая", "full": "Аглая", "diminutive": "", "sex": "ж"}
36;Агна;{"name": "Агна", "full": "Агна", "diminutive": "", "sex": "ж"}
37;Агнесса;{"name": "Агнесса", "full": "Агнесса", "diminutive": "", "sex": "ж"}
38;Агнешка;{"name": "Агнешка", "full": "Агнешка", "diminutive": "", "sex": "ж"}
39;Агния;{"name": "Агния", "full": "Агния", "diminutive": "", "sex": "ж"}
40;Аго;{"name": "Аго", "full": "Аго", "diminutive": "", "sex": "м"}
41;Аграфена;{"name": "Аграфена", "full": "Аграфена", "diminutive": "", "sex": "ж"}
42;Агриппина;{"name": "Агриппина", "full": "Агриппина", "diminutive": "", "sex": "ж"}
43;Агрон;{"name": "Агрон", "full": "Агрон", "diminutive": "", "sex": "м"}
44;Ада;{"name": "Ада", "full": "Ада", "diminutive": "", "sex": "ж"}
45;Адам;{"name": "Адам", "full": "Адам", "diminutive": "", "sex": "м"}
46;Аделаида;{"name": "Аделаида", "full": "Аделаида", "diminutive": "", "sex": "ж"}
47;Аделина;{"name": "Аделина", "full": "Аделина", "diminutive": "", "sex": "ж"}
48;Аделия;{"name": "Аделия", "full": "Аделия", "diminutive": "", "sex": "ж"}
49;Адель;{"name": "Адель", "full": "Адель", "diminutive": "", "sex": "ж"}
50;Аделя;{"name": "Аделя", "full": "Аделя", "diminutive": "", "sex": "ж"}
51;Адил;{"name": "Адил", "full": "Адил", "diminutive": "", "sex": "м"}
52;Адилбек;{"name": "Адилбек", "full": "Адилбек", "diminutive": "", "sex": "м"}
53;Адиль;{"name": "Адиль", "full": "Адиль", "diminutive": "", "sex": "ж"}
54;Адильжан;{"name": "Адильжан", "full": "Адильжан", "diminutive": "", "sex": "м"}
55;Адиля;{"name": "Адиля", "full": "Адиля", "diminutive": "", "sex": "ж"}
56;Адина;{"name": "Адина", "full": "Адина", "diminutive": "", "sex": "ж"}
57;Адлан;{"name": "Адлан", "full": "Адлан", "diminutive": "", "sex": "м"}
58;Адольф;{"name": "Адольф", "full": "Адольф", "diminutive": "", "sex": "м"}
59;Адриан;{"name": "Адриан", "full": "Адриан", "diminutive": "", "sex": "м"}
60;Адриана;{"name": "Адриана", "full": "Адриана", "diminutive": "", "sex": "ж"}
61;Адриано;{"name": "Адриано", "full": "Адриано", "diminutive": "", "sex": "м"}
62;Адэлина;{"name": "Адэлина", "full": "Адэлина", "diminutive": "", "sex": "ж"}
63;Адэль;{"name": "Адэль", "full": "Адэль", "diminutive": "", "sex": "ж"}
64;Ажар;{"name": "Ажар", "full": "Ажар", "diminutive": "", "sex": "ж"}
65;Азалия;{"name": "Азалия", "full": "Азалия", "diminutive": "", "sex": "ж"}
66;Азамат;{"name": "Азамат", "full": "Азамат", "diminutive": "", "sex": "м"}
67;Азат;{"name": "Азат", "full": "Азат", "diminutive": "", "sex": "м"}
68;Азиз;{"name": "Азиз", "full": "Азиз", "diminutive": "", "sex": "ж"}
69;Азиза;{"name": "Азиза", "full": "Азиза", "diminutive": "", "sex": "ж"}
70;Азизбек;{"name": "Азизбек", "full": "Азизбек", "diminutive": "", "sex": "м"}
71;Азим;{"name": "Азим", "full": "Азим", "diminutive": "", "sex": "м"}
72;Азис;{"name": "Азис", "full": "Азис", "diminutive": "", "sex": "м"}
73;Азнаур;{"name": "Азнаур", "full": "Азнаур", "diminutive": "", "sex": "м"}
74;Аида;{"name": "Аида", "full": "Аида", "diminutive": "", "sex": "ж"}
75;Аит;{"name": "Аит", "full": "Аит", "diminutive": "", "sex": "ж"}
76;Аиша;{"name": "Аиша", "full": "Аиша", "diminutive": "", "sex": "ж"}
77;Айбек;{"name": "Айбек", "full": "Айбек", "diminutive": "", "sex": "м"}
78;Айваз;{"name": "Айваз", "full": "Айваз", "diminutive": "", "sex": "м"}
79;Айгерим;{"name": "Айгерим", "full": "Айгерим", "diminutive": "", "sex": "ж"}
80;Айгуль;{"name": "Айгуль", "full": "Айгуль", "diminutive": "", "sex": "ж"}
81;Айгуля;{"name": "Айгуля", "full": "Айгуля", "diminutive": "", "sex": "ж"}
82;Айгюль;{"name": "Айгюль", "full": "Айгюль", "diminutive": "", "sex": "ж"}
83;Айдамир;{"name": "Айдамир", "full": "Айдамир", "diminutive": "", "sex": "м"}
84;Айдан;{"name": "Айдан", "full": "Айдан", "diminutive": "", "sex": "м"}
85;Айдана;{"name": "Айдана", "full": "Айдана", "diminutive": "", "sex": "ж"}
86;Айдар;{"name": "Айдар", "full": "Айдар", "diminutive": "", "sex": "м"}
87;Айдарбек;{"name": "Айдарбек", "full": "Айдарбек", "diminutive": "", "sex": "м"}
88;Айдархан;{"name": "Айдархан", "full": "Айдархан", "diminutive": "", "sex": "м"}
89;Айдын;{"name": "Айдын", "full": "Айдын", "diminutive": "", "sex": "м"}
90;Айжамал;{"name": "Айжамал", "full": "Айжамал", "diminutive": "", "sex": "ж"}
91;Айжан;{"name": "Айжан", "full": "Айжан", "diminutive": "", "sex": "ж"}
92;Айза;{"name": "Айза", "full": "Айза", "diminutive": "", "sex": "ж"}
93;Айзат;{"name": "Айзат", "full": "Айзат", "diminutive": "", "sex": "ж"}
94;Айзек;{"name": "Айзек", "full": "Айзек", "diminutive": "", "sex": "м"}
95;Айзере;{"name": "Айзере", "full": "Айзере", "diminutive": "", "sex": "ж"}
96;Айк;{"name": "Айк", "full": "Айк", "diminutive": "", "sex": "м"}
97;Айка;{"name": "Айка", "full": "Айка", "diminutive": "", "sex": "ж"}
98;Айла;{"name": "Айла", "full": "Айла", "diminutive": "", "sex": "ж"}
99;Айлин;{"name": "Айлин", "full": "Айлин", "diminutive": "", "sex": "ж"}
100;Айлина;{"name": "Айлина", "full": "Айлина", "diminutive": "", "sex": "ж"}
101;Аймира;{"name": "Аймира", "full": "Аймира", "diminutive": "", "sex": "ж"}
102;Айна;{"name": "Айна", "full": "Айна", "diminutive": "", "sex": "ж"}
103;Айнар;{"name": "Айнар", "full": "Айнар", "diminutive": "", "sex": "м"}
104;Айнара;{"name": "Айнара", "full": "Айнара", "diminutive": "", "sex": "ж"}
105;Айнаш;{"name": "Айнаш", "full": "Айнаш", "diminutive": "", "sex": "ж"}
106;Айнур;{"name": "Айнур", "full": "Айнур", "diminutive": "", "sex": "ж"}
107;Айнура;{"name": "Айнура", "full": "Айнура", "diminutive": "", "sex": "ж"}
108;Айрат;{"name": "Айрат", "full": "Айрат", "diminutive": "", "sex": "м"}
109;Айрин;{"name": "Айрин", "full": "Айрин", "diminutive": "", "sex": "ж"}
110;Айрис;{"name": "Айрис", "full": "Айрис", "diminutive": "", "sex": "ж"}
111;Айсара;{"name": "Айсара", "full": "Айсара", "diminutive": "", "sex": "ж"}
112;Айседора;{"name": "Айседора", "full": "Айседора", "diminutive": "", "sex": "ж"}
113;Айсель;{"name": "Айсель", "full": "Айсель", "diminutive": "", "sex": "ж"}
114;Айсен;{"name": "Айсен", "full": "Айсен", "diminutive": "", "sex": "м"}
115;Айсылу;{"name": "Айсылу", "full": "Айсылу", "diminutive": "", "sex": "ж"}
116;Айша;{"name": "Айша", "full": "Айша", "diminutive": "", "sex": "ж"}
117;Айшат;{"name": "Айшат", "full": "Айшат", "diminutive": "", "sex": "ж"}
118;Айя;{"name": "Айя", "full": "Айя", "diminutive": "", "sex": "ж"}
119;Акад;{"name": "Акад", "full": "Акад", "diminutive": "", "sex": "м"}
120;Акакий;{"name": "Акакий", "full": "Акакий", "diminutive": "", "sex": "м"}
121;Акбар;{"name": "Акбар", "full": "Акбар", "diminutive": "", "sex": "м"}
122;Аким;{"name": "Аким", "full": "Аким", "diminutive": "", "sex": "м"}
123;Акмал;{"name": "Акмал", "full": "Акмал", "diminutive": "", "sex": "м"}
124;Акмаль;{"name": "Акмаль", "full": "Акмаль", "diminutive": "", "sex": "ж"}
125;Акмарал;{"name": "Акмарал", "full": "Акмарал", "diminutive": "", "sex": "ж"}
126;Акрам;{"name": "Акрам", "full": "Акрам", "diminutive": "", "sex": "ж"}
127;Аксель;{"name": "Аксель", "full": "Аксель", "diminutive": "", "sex": "ж"}
128;Аксиния;{"name": "Аксиния", "full": "Аксиния", "diminutive": "", "sex": "ж"}
129;Аксинья;{"name": "Аксинья", "full": "Аксинья", "diminutive": "", "sex": "ж"}
130;Акулина;{"name": "Акулина", "full": "Акулина", "diminutive": "", "sex": "ж"}
131;Алам;{"name": "Алам", "full": "Алам", "diminutive": "", "sex": "м"}
132;Алан;{"name": "Алан", "full": "Алан", "diminutive": "", "sex": "м"}
133;Алана;{"name": "Алана", "full": "Алана", "diminutive": "", "sex": "ж"}
134;Алвин;{"name": "Алвин", "full": "Алвин", "diminutive": "", "sex": "м"}
135;Алдар;{"name": "Алдар", "full": "Алдар", "diminutive": "", "sex": "м"}
136;Алдияр;{"name": "Алдияр", "full": "Алдияр", "diminutive": "", "sex": "м"}
137;Алевтина;{"name": "Алевтина", "full": "Алевтина", "diminutive": "", "sex": "ж"}
138;Алек;{"name": "Алек", "full": "Алек", "diminutive": "", "sex": "м"}
139;Алеко;{"name": "Алеко", "full": "Алеко", "diminutive": "", "sex": "м"}
140;Алекс;{"name": "Алекс", "full": "Алекс", "diminutive": "", "sex": "м"}
141;Алекса;{"name": "Алекса", "full": "Алекса", "diminutive": "", "sex": "ж"}
142;Александер;{"name": "Александер", "full": "Александер", "diminutive": "", "sex": "м"}
143;Александр,Санек,Шурик;{"name": "Александр", "full": "Александр", "diminutive": "Сашенька", "sex": "м"}
144;Александра;{"name": "Александра", "full": "Александра", "diminutive": "Сашенька", "sex": "ж"}
145;Алексей,Леша,Лешка,Леха,Алекс,Алешка,Алеша,Лешенька,Алешенька;{"name": "Алексей", "full": "Алексей", "diminutive": "Алёша", "sex": "м"}
146;Алексий;{"name": "Алексий", "full": "Алексий", "diminutive": "", "sex": "м"}
147;Алексис;{"name": "Алексис", "full": "Алексис", "diminutive": "", "sex": "ж"}
148;Ален;{"name": "Ален", "full": "Ален", "diminutive": "", "sex": "м"}
149;Алессио;{"name": "Алессио", "full": "Алессио", "diminutive": "", "sex": "м"}
150;Алесь;{"name": "Алесь", "full": "Алесь", "diminutive": "", "sex": "м"}
151;Алеся;{"name": "Алеся", "full": "Алеся", "diminutive": "", "sex": "ж"}
152;Алефтина;{"name": "Алефтина", "full": "Алефтина", "diminutive": "", "sex": "ж"}
153;Алехандро;{"name": "Алехандро", "full": "Алехандро", "diminutive": "", "sex": "м"}
154;Али;{"name": "Али", "full": "Али", "diminutive": "", "sex": "м"}
155;Алибек;{"name": "Алибек", "full": "Алибек", "diminutive": "", "sex": "м"}
156;Ализаде;{"name": "Ализаде", "full": "Ализаде", "diminutive": "", "sex": "м"}
157;Алик;{"name": "Алик", "full": "Алик", "diminutive": "", "sex": "м"}
158;Алим;{"name": "Алим", "full": "Алим", "diminutive": "", "sex": "м"}
159;Алима;{"name": "Алима", "full": "Алима", "diminutive": "", "sex": "ж"}
160;Алимбек;{"name": "Алимбек", "full": "Алимбек", "diminutive": "", "sex": "м"}
161;Алимжан;{"name": "Алимжан", "full": "Алимжан", "diminutive": "", "sex": "м"}
162;Алимхан;{"name": "Алимхан", "full": "Алимхан", "diminutive": "", "sex": "м"}
163;Алина,Алинка,Алиночка;{"name": "Алина", "full": "Алина", "diminutive": "Алиночка", "sex": "ж"}
164;Алинур;{"name": "Алинур", "full": "Алинур", "diminutive": "", "sex": "м"}
165;Алиса,Алиска,Алисочка,Алисонька;{"name": "Алиса", "full": "Алиса", "diminutive": "Алисонька", "sex": "ж"}
166;Алисия;{"name": "Алисия", "full": "Алисия", "diminutive": "", "sex": "ж"}
167;Алисса;{"name": "Алисса", "full": "Алисса", "diminutive": "", "sex": "ж"}
168;Алистер;{"name": "Алистер", "full": "Алистер", "diminutive": "", "sex": "м"}
169;Алихан;{"name": "Алихан", "full": "Алихан", "diminutive": "", "sex": "м"}
170;Алиша;{"name": "Алиша", "full": "Алиша", "diminutive": "", "sex": "ж"}
171;Алишер;{"name": "Алишер", "full": "Алишер", "diminutive": "", "sex": "м"}
172;Алия;{"name": "Алия", "full": "Алия", "diminutive": "", "sex": "ж"}
173;Алла,Аллочка;{"name": "Алла", "full": "Алла", "diminutive": "Аллочка", "sex": "ж"}
174;Аллен;{"name": "Аллен", "full": "Аллен", "diminutive": "", "sex": "м"}
175;Алма;{"name": "Алма", "full": "Алма", "diminutive": "", "sex": "ж"}
176;Алмас;{"name": "Алмас", "full": "Алмас", "diminutive": "", "sex": "ж"}
177;Алоис;{"name": "Алоис", "full": "Алоис", "diminutive": "", "sex": "м"}
178;Алсу;{"name": "Алсу", "full": "Алсу", "diminutive": "", "sex": "ж"}
179;Алтынбек;{"name": "Алтынбек", "full": "Алтынбек", "diminutive": "", "sex": "м"}
180;Альберт,Алик,Альбертик;{"name": "Альберт", "full": "Альберт", "diminutive": "Альбертик", "sex": "м"}
181;Альберто;{"name": "Альберто", "full": "Альберто", "diminutive": "", "sex": "м"}
182;Альбина,Альбиночка;{"name": "Альбина", "full": "Альбина", "diminutive": "Альбиночка", "sex": "ж"}
183;Альбус;{"name": "Альбус", "full": "Альбус", "diminutive": "", "sex": "ж"}
184;Альмир;{"name": "Альмир", "full": "Альмир", "diminutive": "", "sex": "м"}
185;Альмира;{"name": "Альмира", "full": "Альмира", "diminutive": "", "sex": "ж"}
186;Альф;{"name": "Альф", "full": "Альф", "diminutive": "", "sex": "м"}
187;Альфира;{"name": "Альфира", "full": "Альфира", "diminutive": "", "sex": "ж"}
188;Альфия;{"name": "Альфия", "full": "Альфия", "diminutive": "", "sex": "ж"}
189;Альфред;{"name": "Альфред", "full": "Альфред", "diminutive": "", "sex": "м"}
190;Аля;{"name": "Аля", "full": "Аля", "diminutive": "", "sex": "м"}
191;Алена,Аленка,Аленушка;{"name": "Алёна", "full": "Алёна", "diminutive": "Алёнушка", "sex": "ж"}
192;Амалия;{"name": "Амалия", "full": "Амалия", "diminutive": "", "sex": "ж"}
193;Амаль;{"name": "Амаль", "full": "Амаль", "diminutive": "", "sex": "ж"}
194;Аманда;{"name": "Аманда", "full": "Аманда", "diminutive": "", "sex": "ж"}
195;Амантай;{"name": "Амантай", "full": "Амантай", "diminutive": "", "sex": "м"}
196;Амели;{"name": "Амели", "full": "Амели", "diminutive": "", "sex": "ж"}
197;Амелия;{"name": "Амелия", "full": "Амелия", "diminutive": "", "sex": "ж"}
198;Амин;{"name": "Амин", "full": "Амин", "diminutive": "", "sex": "м"}
199;Амина;{"name": "Амина", "full": "Амина", "diminutive": "", "sex": "ж"}
200;Аминат;{"name": "Аминат", "full": "Аминат", "diminutive": "", "sex": "ж"}
201;Амир,Амирчик;{"name": "Амир", "full": "Амир", "diminutive": "Амирчик", "sex": "м"}
202;Амира;{"name": "Амира", "full": "Амира", "diminutive": "", "sex": "ж"}
203;Амирали;{"name": "Амирали", "full": "Амирали", "diminutive": "", "sex": "м"}
204;Амиран;{"name": "Амиран", "full": "Амиран", "diminutive": "", "sex": "м"}
205;Амирбек;{"name": "Амирбек", "full": "Амирбек", "diminutive": "", "sex": "м"}
206;Амиржан;{"name": "Амиржан", "full": "Амиржан", "diminutive": "", "sex": "м"}
207;Амирхан;{"name": "Амирхан", "full": "Амирхан", "diminutive": "", "sex": "м"}
208;Амон;{"name": "Амон", "full": "Амон", "diminutive": "", "sex": "м"}
209;Амос;{"name": "Амос", "full": "Амос", "diminutive": "", "sex": "м"}
210;Аму;{"name": "Аму", "full": "Аму", "diminutive": "", "sex": "м"}
211;Анаит;{"name": "Анаит", "full": "Анаит", "diminutive": "", "sex": "ж"}
212;Ананий;{"name": "Ананий", "full": "Ананий", "diminutive": "", "sex": "м"}
213;Анар;{"name": "Анар", "full": "Анар", "diminutive": "", "sex": "м"}
214;Анара;{"name": "Анара", "full": "Анара", "diminutive": "", "sex": "ж"}
215;Анас;{"name": "Анас", "full": "Анас", "diminutive": "", "sex": "м"}
216;Анастас;{"name": "Анастас", "full": "Анастас", "diminutive": "", "sex": "м"}
217;Анастасия,Настасья,Настя,Настюша,Стася,Настенька,Настена,Настюха;{"name": "Анастасия", "full": "Анастасия", "diminutive": "Настенька", "sex": "ж"}
218;Анатолий,Толя,Толик,Толян,Толенька;{"name": "Анатолий", "full": "Анатолий", "diminutive": "Толенька", "sex": "м"}
219;Анвар;{"name": "Анвар", "full": "Анвар", "diminutive": "", "sex": "м"}
220;Ангелина,Ангела,Геля,Ангелиночка;{"name": "Ангелина", "full": "Ангелина", "diminutive": "Ангелиночка", "sex": "ж"}
221;Андерс;{"name": "Андерс", "full": "Андерс", "diminutive": "", "sex": "м"}
222;Анджей;{"name": "Анджей", "full": "Анджей", "diminutive": "", "sex": "м"}
223;Анджелина;{"name": "Анджелина", "full": "Анджелина", "diminutive": "", "sex": "ж"}
224;Анджело;{"name": "Анджело", "full": "Анджело", "diminutive": "", "sex": "м"}
225;Андреа;{"name": "Андреа", "full": "Андреа", "diminutive": "", "sex": "ж"}
226;Андреас;{"name": "Андреас", "full": "Андреас", "diminutive": "", "sex": "м"}
227;Андрей,Андрейка,Андрюха,Андрюша,Андрюшенька;{"name": "Андрей", "full": "Андрей", "diminutive": "Андрюша", "sex": "м"}
228;Андриан;{"name": "Андриан", "full": "Андриан", "diminutive": "", "sex": "м"}
229;Андромеда;{"name": "Андромеда", "full": "Андромеда", "diminutive": "", "sex": "ж"}
230;Андрон;{"name": "Андрон", "full": "Андрон", "diminutive": "", "sex": "м"}
231;Анеля;{"name": "Анеля", "full": "Анеля", "diminutive": "", "sex": "ж"}
232;Анжэла,Анжела,Анжелочка;{"name": "Анжела", "full": "Анжела", "diminutive": "Анжелочка", "sex": "ж"}
233;Анжелика,Лика;{"name": "Анжелика", "full": "Анжелика", "diminutive": "", "sex": "ж"}
234;Анжелина;{"name": "Анжелина", "full": "Анжелина", "diminutive": "", "sex": "ж"}
235;Анзор;{"name": "Анзор", "full": "Анзор", "diminutive": "", "sex": "м"}
236;Ани;{"name": "Ани", "full": "Ани", "diminutive": "", "sex": "ж"}
237;Аника;{"name": "Аника", "full": "Аника", "diminutive": "", "sex": "ж"}
238;Аниса;{"name": "Аниса", "full": "Аниса", "diminutive": "", "sex": "ж"}
239;Анисим;{"name": "Анисим", "full": "Анисим", "diminutive": "", "sex": "м"}
240;Анисия;{"name": "Анисия", "full": "Анисия", "diminutive": "", "sex": "ж"}
241;Анисья;{"name": "Анисья", "full": "Анисья", "diminutive": "", "sex": "ж"}
242;Анита;{"name": "Анита", "full": "Анита", "diminutive": "", "sex": "ж"}
243;Анна,Аня,Анька,Анюта,Анечка,Нюра,Нюта,Аннушка;{"name": "Анна", "full": "Анна", "diminutive": "Анечка", "sex": "ж"}
244;Аннет;{"name": "Аннет", "full": "Аннет", "diminutive": "", "sex": "ж"}
245;Анри;{"name": "Анри", "full": "Анри", "diminutive": "", "sex": "м"}
246;Ансар;{"name": "Ансар", "full": "Ансар", "diminutive": "", "sex": "м"}
247;Анталия;{"name": "Анталия", "full": "Анталия", "diminutive": "", "sex": "ж"}
248;Антип;{"name": "Антип", "full": "Антип", "diminutive": "", "sex": "м"}
249;Антон,Антошка,Антоха,Антоша,Тоха;{"name": "Антон", "full": "Антон", "diminutive": "Антоша", "sex": "м"}
250;Антонелла;{"name": "Антонелла", "full": "Антонелла", "diminutive": "", "sex": "ж"}
251;Антоний;{"name": "Антоний", "full": "Антоний", "diminutive": "", "sex": "м"}
252;Антонина,Тоша,Тоня,Тонечка;{"name": "Антонина", "full": "Антонина", "diminutive": "Тонечка", "sex": "ж"}
253;Антонио;{"name": "Антонио", "full": "", "diminutive": "", "sex": "м"}
254;Антония;{"name": "Антония", "full": "Антония", "diminutive": "", "sex": "ж"}
255;Антуан;{"name": "Антуан", "full": "Антуан", "diminutive": "", "sex": "м"}
256;Антуанетта;{"name": "Антуанетта", "full": "Антуанетта", "diminutive": "", "sex": "ж"}
257;Ануш;{"name": "Ануш", "full": "Ануш", "diminutive": "", "sex": "ж"}
258;Анфиса;{"name": "Анфиса", "full": "Анфиса", "diminutive": "", "sex": "ж"}
259;Аполлинария;{"name": "Аполлинария", "full": "Аполлинария", "diminutive": "", "sex": "ж"}
260;Аполлон;{"name": "Аполлон", "full": "Аполлон", "diminutive": "", "sex": "м"}
261;Аполлония;{"name": "Аполлония", "full": "Аполлония", "diminutive": "", "sex": "ж"}
262;Арабелла;{"name": "Арабелла", "full": "Арабелла", "diminutive": "", "sex": "ж"}
263;Араик;{"name": "Араик", "full": "Араик", "diminutive": "", "sex": "м"}
264;Арай;{"name": "Арай", "full": "Арай", "diminutive": "", "sex": "ж"}
265;Арам,Арамчик,Арамушка,Арик;{"name": "Арам", "full": "Арам", "diminutive": "", "sex": "м"}
266;Ардак;{"name": "Ардак", "full": "Ардак", "diminutive": "", "sex": "ж"}
267;Арета;{"name": "Арета", "full": "Арета", "diminutive": "", "sex": "ж"}
268;Ари;{"name": "Ари", "full": "Ари", "diminutive": "", "sex": "м"}
269;Ариадна;{"name": "Ариадна", "full": "Ариадна", "diminutive": "", "sex": "ж"}
270;Ариана;{"name": "Ариана", "full": "Ариана", "diminutive": "", "sex": "ж"}
271;Арианна;{"name": "Арианна", "full": "Арианна", "diminutive": "", "sex": "ж"}
272;Ариет;{"name": "Ариет", "full": "Ариет", "diminutive": "", "sex": "м"}
273;Арина,Ариша,Аришка,Ариночка;{"name": "Арина", "full": "Арина", "diminutive": "Ариночка", "sex": "ж"}
274;Аристарх;{"name": "Аристарх", "full": "Аристарх", "diminutive": "", "sex": "м"}
275;Аркадий,Аркаша;{"name": "Аркадий", "full": "Аркадий", "diminutive": "Аркаша", "sex": "м"}
276;Аркадия;{"name": "Аркадия", "full": "Аркадия", "diminutive": "", "sex": "ж"}
277;Арман;{"name": "Арман", "full": "Арман", "diminutive": "", "sex": "м"}
278;Арманд;{"name": "Арманд", "full": "Арманд", "diminutive": "", "sex": "м"}
279;Армандо;{"name": "Армандо", "full": "Армандо", "diminutive": "", "sex": "м"}
280;Армен;{"name": "Армен", "full": "Армен", "diminutive": "", "sex": "м"}
281;Арми;{"name": "Арми", "full": "Арми", "diminutive": "", "sex": "м"}
282;Армине;{"name": "Армине", "full": "Армине", "diminutive": "", "sex": "ж"}
283;Армо;{"name": "Армо", "full": "Армо", "diminutive": "", "sex": "м"}
284;Арна;{"name": "Арна", "full": "Арна", "diminutive": "", "sex": "ж"}
285;Арни;{"name": "Арни", "full": "Арни", "diminutive": "", "sex": "м"}
286;Арнольд;{"name": "Арнольд", "full": "Арнольд", "diminutive": "", "sex": "м"}
287;Арон;{"name": "Арон", "full": "Арон", "diminutive": "", "sex": "м"}
288;Арсен;{"name": "Арсен", "full": "Арсен", "diminutive": "", "sex": "м"}
289;Арсений,Сеня,Сенечка;{"name": "Арсений", "full": "Арсений", "diminutive": "Сенечка", "sex": "м"}
290;Арсения;{"name": "Арсения", "full": "Арсения", "diminutive": "", "sex": "ж"}
291;Арслан;{"name": "Арслан", "full": "Арслан", "diminutive": "", "sex": "м"}
292;Арсланбек;{"name": "Арсланбек", "full": "Арсланбек", "diminutive": "", "sex": "м"}
293;Артак;{"name": "Артак", "full": "Артак", "diminutive": "", "sex": "м"}
294;Арташ;{"name": "Арташ", "full": "Арташ", "diminutive": "", "sex": "м"}
295;Арташес;{"name": "Арташес", "full": "Арташес", "diminutive": "", "sex": "м"}
296;Артема;{"name": "Артема", "full": "Артема", "diminutive": "", "sex": "ж"}
297;Артемида;{"name": "Артемида", "full": "Артемида", "diminutive": "", "sex": "ж"}
298;Артемий;{"name": "Артемий", "full": "Артемий", "diminutive": "", "sex": "м"}
299;Артемия;{"name": "Артемия", "full": "Артемия", "diminutive": "", "sex": "ж"}
300;Артур,Артурчик;{"name": "Артур", "full": "Артур", "diminutive": "Артурчик", "sex": "м"}
301;Артуро;{"name": "Артуро", "full": "Артуро", "diminutive": "", "sex": "м"}
302;Артык;{"name": "Артык", "full": "Артык", "diminutive": "", "sex": "м"}
303;Артем,Тема,Артемий,Артемушка;{"name": "Артём", "full": "Артём", "diminutive": "Артёмушка", "sex": "м"}
304;Аружан;{"name": "Аружан", "full": "Аружан", "diminutive": "", "sex": "ж"}
305;Аруна;{"name": "Аруна", "full": "Аруна", "diminutive": "", "sex": "ж"}
306;Арууке;{"name": "Арууке", "full": "Арууке", "diminutive": "", "sex": "ж"}
307;Архип;{"name": "Архип", "full": "Архип", "diminutive": "", "sex": "м"}
308;Арчибальд;{"name": "Арчибальд", "full": "Арчибальд", "diminutive": "", "sex": "м"}
309;Асан;{"name": "Асан", "full": "Асан", "diminutive": "", "sex": "м"}
310;Асель;{"name": "Асель", "full": "Асель", "diminutive": "", "sex": "ж"}
311;Асем;{"name": "Асем", "full": "Асем", "diminutive": "", "sex": "ж"}
